new_id,legacy_id,title,category,subtype,status,notes,path
G-4,,System Prompt,term_llm,basic,ready,,content/entries/term_llm/G-4_system_prompt[済].md
G-5,,Context Window,term_llm,basic,ready,,content/entries/term_llm/G-5_context_window[済].md
G-6,,One-shot,term_llm,basic,ready,,content/entries/term_llm/G-6_one_shot[済].md
G-7,,指示追従性,term_llm,basic,ready,,content/entries/term_llm/G-7_instruction-following[済].md
G-8,,決定論的／非決定論的,term_llm,basic,ready,台帳登録済み・未生成だった分を本書き（2026-08-10）,content/entries/term_llm/G-8_determinism[済].md
G-9,,effort レベル,term_llm,basic,ready,台帳登録済み・未生成だった分を本書き（2026-08-10）,content/entries/term_llm/G-9_effort_level[済].md
G-10,,Prompt Engineering,term_llm,technique,ready,,content/entries/term_llm/G-10_prompt_engineering[済].md
G-11,,Context Engineering,term_llm,technique,ready,,content/entries/term_llm/G-11_context_engineering[済].md
G-12,,Agent Design,term_llm,technique,ready,v2テンプレ書き起こし済（2026-04-30）,content/entries/term_llm/G-12_agent_design[済].md
G-13,,Few-shot Learning,term_llm,technique,ready,,content/entries/term_llm/G-13_few_shot_learning[済].md
G-14,,Thinking モデル,term_llm,technique,ready,新テンプレ書き起こし済（2026-04-29）。旧G-14.mdはarchived,content/entries/term_llm/G-14_thinking_model[済].md
G-15,,RAG,term_llm,technique,ready,v2テンプレ書き起こし済（2026-04-30）,content/entries/term_llm/G-15_rag[済].md
G-16,,Embedding,term_llm,technique,ready,v2テンプレ書き起こし済（2026-04-30）,content/entries/term_llm/G-16_embedding[済].md
G-17,,ベクトル DB,term_llm,technique,ready,台帳登録済み・未生成だった分を本書き（2026-08-10）,content/entries/term_llm/G-17_vector_db[済].md
G-18,,Chain of Thought,term_llm,technique,ready,CoT。v2テンプレ書き起こし済（2026-04-30）,content/entries/term_llm/G-18_chain_of_thought[済].md
G-19,,Prompt Caching,term_llm,technique,ready,プロンプト断片を再利用してコスト・レイテンシを下げる仕組み,content/entries/term_llm/G-19_prompt_caching[済].md
G-20,,CLAUDE.md,tool_agent,config_file,ready,,content/entries/tool_agent/G-20_claude_md[済].md
G-21,,AGENTS.md,tool_agent,config_file,ready,,content/entries/tool_agent/G-21_agents_md[済].md
G-22,,SKILL.md,tool_agent,config_file,ready,,content/entries/tool_agent/G-22_skill_md[済].md
G-23,,.claude/settings.json,tool_agent,config_file,ready,v2テンプレ書き起こし済（2026-04-30）,content/entries/tool_agent/G-23_claude_settings_json[済].md
G-24,,Temperature,term_llm,basic,needs_review,収録語の抜け監査（提案書 §4）で追加、v2 テンプレ本書き済（2026-08-10）,content/entries/term_llm/G-24_temperature[人書].md
G-25,,AI のメモリ機能,term_llm,basic,needs_review,収録語の抜け監査（提案書 §4）で追加、v2 テンプレ本書き済（2026-08-10）,content/entries/term_llm/G-25_memory[人書].md
G-26,,Computer Use,term_llm,control,needs_review,収録語の抜け監査（提案書 §4）で追加、v2 テンプレ本書き済（2026-08-10）,content/entries/term_llm/G-26_computer_use[人書].md
G-27,,プロンプトインジェクション,term_llm,control,needs_review,収録語の抜け監査（提案書 §4）で追加、v2 テンプレ本書き済（2026-08-10）,content/entries/term_llm/G-27_prompt_injection[人書].md
G-30,,Tool Use,term_llm,control,ready,,content/entries/term_llm/G-30_tool_use[済].md
G-31,,Hook,term_llm,control,ready,,content/entries/term_llm/G-31_hook[済].md
G-32,,Slash Command,term_llm,control,ready,,content/entries/term_llm/G-32_slash_command[済].md
G-33,,Function Calling,term_llm,control,ready,,content/entries/term_llm/G-33_function_calling[済].md
G-34,,Code Interpreter,term_llm,code_execution,ready,v2テンプレ書き起こし済（2026-04-30）,content/entries/term_llm/G-34_code_interpreter[済].md
G-35,,Deep Research,term_llm,control,ready,,content/entries/term_llm/G-35_deep_research[済].md
G-36,,Artifact,term_llm,control,ready,v2テンプレ書き起こし済（2026-04-30）,content/entries/term_llm/G-36_artifact[済].md
G-38,,Plan Mode,term_llm,control,ready,v2テンプレ書き起こし済（2026-04-30）,content/entries/term_llm/G-38_plan_mode[済].md
G-39,,Permission,term_llm,control,ready,v2テンプレ書き起こし済（2026-04-30）,content/entries/term_llm/G-39_permission[済].md
G-40,,バイブコーディング,term_llm,ops,ready,,content/entries/term_llm/G-40_vibe_coding[済].md
G-41,,Subagent,term_llm,ops,ready,,content/entries/term_llm/G-41_subagent[済].md
G-42,,Worktree,term_llm,ops,ready,,content/entries/term_llm/G-42_worktree[済].md
G-43,,オーケストレーション,term_llm,ops,ready,旧スケルトン G-43.md は archived,content/entries/term_llm/G-43_orchestration[済].md
G-44,,マルチエージェント協調,term_llm,ops,ready,,content/entries/term_llm/G-44_multi_agent_coordination[済].md
G-45,,段階的開示,term_llm,ops,ready,台帳登録済み・未生成だった分を本書き（2026-08-10）,content/entries/term_llm/G-45_progressive_disclosure[済].md
G-46,,ナーフ（モデルの劣化体感）,term_llm,ops,ready,,content/entries/term_llm/G-46_narf[済].md
G-47,,Auto-compact,term_llm,ops,ready,Claude Code の自動圧縮（文脈管理）,content/entries/term_llm/G-47_auto_compact[済].md
G-48,,Structured Outputs,term_llm,control,ready,台帳登録済み・未生成だった分を本書き（2026-08-10）,content/entries/term_llm/G-48_structured_outputs[済].md
G-49,,AI エージェント,term_llm,ops,ready,収録語の抜け監査（提案書 §4）で追加、v2 テンプレ本書き済（2026-08-10）,content/entries/term_llm/G-49_ai_agent[済].md
G-50,,Evals,term_llm,evaluation,skeleton,Stage11。自分の仕事に合わせた評価をつくる。E章のベンチマークとの違いが軸,content/entries/term_llm/G-50_evals.md
G-51,,LLM-as-a-judge,term_llm,evaluation,skeleton,Stage11。AIの出力をAIが採点する。ルーブリックと人ラベルとの一致率で審判を検証,content/entries/term_llm/G-51_llm_as_a_judge.md
G-60,,GraphRAG,term_llm,retrieval,skeleton,Stage11。MS版はメンテナンスモード、考え方は後続へ。全体を見渡す質問に効く,content/entries/term_llm/G-60_graphrag.md
G-61,,ナレッジグラフ,term_llm,retrieval,needs_review,Stage11。知識の構造のグラフ。J-118（処理の配線のグラフ）と書き分ける,content/entries/term_llm/G-61_knowledge_graph.md
G-62,,チャンク分割,term_llm,retrieval,skeleton,Stage11。RAGの前処理。切り方が回答品質をほぼ決める,content/entries/term_llm/G-62_chunking.md
G-63,,ハイブリッド検索,term_llm,retrieval,skeleton,Stage11。BM25＋ベクトル、RRFで合成。型番・エラーコードはベクトルでは拾えない,content/entries/term_llm/G-63_hybrid_search.md
G-64,,リランキング,term_llm,retrieval,skeleton,Stage11。広く拾って並べ直して少し渡す。cross-encoderで上位のみ,content/entries/term_llm/G-64_reranking.md
H-1,,TDD,workflow,methodology,ready,,content/entries/workflow/H-1_tdd[済].md
H-2,,ペアプログラミング,workflow,methodology,needs_review,Stage 7 で本書き（2026-08-23）,content/entries/workflow/H-2_pair_programming[人書].md
H-3,,バイブコーディングの流儀,workflow,methodology,needs_review,v2テンプレ本書き済（2026-08-23、entry-writer）,content/entries/workflow/H-3_vibe_coding_style[人書].md
H-4,,コードレビュー,workflow,methodology,needs_review,Stage 7 本書き完了（2026-08-23）,content/entries/workflow/H-4_code_review[人書].md
H-5,,Scrum / Agile,workflow,methodology,ready,,content/entries/workflow/H-5_scrum_agile[済].md
H-6,,Git Flow,workflow,methodology,ready,,content/entries/workflow/H-6_git_flow[済].md
H-7,,CI/CD,workflow,methodology,ready,,content/entries/workflow/H-7_ci_cd[済].md
H-8,,DevOps,workflow,methodology,ready,,content/entries/workflow/H-8_devops[済].md
H-50,,Bard → Gemini,history,timeline,needs_review,台帳登録済み・未生成だった分を本書き（2026-08-10、H 章の歴史・文化）,content/entries/history/H-50_bard_to_gemini[人書].md
H-51,,Preview から正式版への流れ,history,process,needs_review,台帳登録済み・未生成だった分を本書き（2026-08-10、H 章の歴史・文化）,content/entries/history/H-51_preview_to_ga[人書].md
H-52,,Copilot から Claude Code までの流れ,history,timeline,needs_review,台帳登録済み・未生成だった分を本書き（2026-08-10、H 章の歴史・文化）,content/entries/history/H-52_copilot_to_claude_code[人書].md
H-53,,ChatGPT 登場,history,event,ready,2022-11,content/entries/history/H-53_chatgpt_launch[済].md
H-54,,GPT-4 リリース,history,event,ready,,content/entries/history/H-54_gpt4_release[済].md
H-55,,LLaMA のオープン化,history,event,ready,v2テンプレ本書き済（2026-04-30）,content/entries/history/H-55_llama_opensource[済].md
H-56,,Claude のバージョン史,history,timeline,ready,v2テンプレ本書き済（2026-04-30）旧スケルトン H-56.md は archived,content/entries/history/H-56_claude_version_history[済].md
H-57,,Gemini の命名史,history,timeline,needs_review,台帳登録済み・未生成だった分を本書き（2026-08-10、H 章の歴史・文化）,content/entries/history/H-57_gemini_naming_history[人書].md
H-58,,Transformer 論文,history,paper,ready,2017,content/entries/history/H-58_transformer_paper[済].md
H-59,,AI エージェント元年,history,era,needs_review,台帳登録済み・未生成だった分を本書き（2026-08-10、H 章の歴史・文化）,content/entries/history/H-59_agent_year_one[人書].md
H-60,,Codex → GitHub Copilot の系譜,history,timeline,needs_review,台帳登録済み・未生成だった分を本書き（2026-08-10、H 章の歴史・文化）,content/entries/history/H-60_codex_to_copilot[人書].md
H-61,,Preview 版という文化,history,culture,needs_review,台帳登録済み・未生成だった分を本書き（2026-08-10、H 章の歴史・文化）,content/entries/history/H-61_preview_culture[人書].md
H-62,,Anthropic 創業の流れ,history,event,needs_review,台帳登録済み・未生成だった分を本書き（2026-08-10、H 章の歴史・文化）,content/entries/history/H-62_anthropic_founding[人書].md
H-63,,Vibe Coding 命名,history,event,needs_review,台帳登録済み・未生成だった分を本書き（2026-08-10、H 章の歴史・文化）,content/entries/history/H-63_vibe_coding_naming[人書].md
H-64,,DeepSeek ショック,history,event,needs_review,収録語の抜け監査（提案書 §4）で追加、v2 テンプレ本書き済（2026-08-10）,content/entries/history/H-64_deepseek_shock[人書].md
I-1,,MCP,mcp,protocol,ready,,content/entries/mcp/I-1_mcp[済].md
I-2,,MCP Server,mcp,protocol,ready,,content/entries/mcp/I-2_mcp_server[済].md
I-3,,MCP Client,mcp,protocol,ready,,content/entries/mcp/I-3_mcp_client[済].md
I-4,,MCP Transport,mcp,protocol,ready,,content/entries/mcp/I-4_mcp_transport[済].md
I-5,,MCP SDK,mcp,protocol,ready,,content/entries/mcp/I-5_mcp_sdk[済].md
I-10,,Filesystem MCP,mcp,reference,ready,,content/entries/mcp/I-10_filesystem_mcp[済].md
I-11,,GitHub MCP,mcp,reference,ready,公式,content/entries/mcp/I-11_github_mcp[済].md
I-12,,Git MCP,mcp,reference,ready,,content/entries/mcp/I-12_git_mcp[済].md
I-13,,Slack MCP,mcp,reference,ready,,content/entries/mcp/I-13_slack_mcp[済].md
I-20,,Playwright MCP,mcp,dev_automation,ready,,content/entries/mcp/I-20_playwright_mcp[済].md
I-21,,Puppeteer MCP,mcp,dev_automation,ready,v2テンプレ書き起こし済（2026-04-30）,content/entries/mcp/I-21_puppeteer_mcp[済].md
I-22,,Chrome DevTools MCP,mcp,dev_automation,ready,,content/entries/mcp/I-22_chrome_devtools_mcp[済].md
I-23,,Serena MCP,mcp,dev_automation,ready,,content/entries/mcp/I-23_serena_mcp[済].md
I-24,,Context7 MCP,mcp,dev_automation,ready,,content/entries/mcp/I-24_context7_mcp[済].md
I-30,,Notion MCP,mcp,collab,ready,,content/entries/mcp/I-30_notion_mcp[済].md
I-41,,SQLite MCP,mcp,data,ready,,content/entries/mcp/I-41_sqlite_mcp[済].md
I-50,,AWS MCP,mcp,cloud,ready,,content/entries/mcp/I-50_aws_mcp[済].md
I-80,,自作 MCP のテンプレ,mcp,diy,needs_review,,content/entries/mcp/I-80_diy_mcp_template[人書].md
I-81,,MCP の登録・設定,mcp,diy,needs_review,,content/entries/mcp/I-81_mcp_setup[人書].md
J-1,,AGI,term_general,ai_concept,ready,,content/entries/term_general/J-1_agi[済].md
J-2,,強い AI／弱い AI,term_general,ai_concept,ready,v2テンプレ書き起こし済（2026-04-30）旧スケルトン archived,content/entries/term_general/J-2_strong_weak_ai[済].md
J-3,,Singularity,term_general,ai_concept,ready,シンギュラリティ,content/entries/term_general/J-3_singularity[済].md
J-4,,ASI,term_general,ai_concept,ready,,content/entries/term_general/J-4_asi[済].md
J-5,,世界モデル,term_general,ai_concept,needs_review,収録語の抜け監査（提案書 §4）で追加、v2 テンプレ本書き済（2026-08-10）,content/entries/term_general/J-5_world_model[人書].md
J-6,,フィジカル AI,term_general,ai_concept,needs_review,Stage 8 ブリーフ（2026-09-05）で追加,content/entries/term_general/J-6_physical_ai[人書].md
J-7,,VLA,term_general,ai_concept,needs_review,Stage 8 ブリーフ（2026-09-05）で追加、v2 テンプレ本書き済（ファイル名タグは scripts/apply_status_markers.py 実行待ち）,content/entries/term_general/J-7_vla[人書].md
J-10,,Machine Learning,term_general,ml_basic,ready,,content/entries/term_general/J-10_machine_learning[済].md
J-11,,Deep Learning,term_general,ml_basic,ready,,content/entries/term_general/J-11_deep_learning[済].md
J-12,,Neural Network,term_general,ml_basic,ready,,content/entries/term_general/J-12_neural_network[済].md
J-13,,Transformer,term_general,ml_basic,ready,,content/entries/term_general/J-13_transformer[済].md
J-14,,LLM,term_general,ml_basic,ready,,content/entries/term_general/J-14_llm[済].md
J-15,,VLM,term_general,ml_basic,ready,,content/entries/term_general/J-15_vlm[済].md
J-16,,Fine-tuning,term_general,ml_basic,ready,,content/entries/term_general/J-16_fine_tuning[済].md
J-17,,Attention,term_general,ml_basic,ready,,content/entries/term_general/J-17_attention[済].md
J-18,,MoE,term_general,ml_basic,ready,,content/entries/term_general/J-18_moe[済].md
J-19,,量子化,term_general,ml_basic,ready,v2テンプレ書き起こし済（2026-04-30）,content/entries/term_general/J-19_quantization[済].md
J-20,,Big Data,term_general,data_learning,ready,,content/entries/term_general/J-20_big_data[済].md
J-21,,LoRA,term_general,data_learning,ready,,content/entries/term_general/J-21_lora[済].md
J-22,,パラメータ数の単位,term_general,data_learning,needs_review,v2テンプレ本書き済（2026-08-23）,content/entries/term_general/J-22_parameter_units[人書].md
J-23,,拡散モデル,term_general,data_learning,ready,画像・動画生成の主流アーキテクチャ,content/entries/term_general/J-23_diffusion_model[済].md
J-24,,Encoder-Decoder,term_general,ml_basic,ready,Lv6自己学習シェルフ（刊行外）,content/entries/term_general/J-24_encoder_decoder[済].md
J-25,,Tokenizer・BPE,term_general,ml_basic,ready,Lv6自己学習シェルフ（刊行外）,content/entries/term_general/J-25_tokenizer_bpe[済].md
J-26,,潜在空間,term_general,ml_basic,ready,Lv6自己学習シェルフ（刊行外）,content/entries/term_general/J-26_latent_space[済].md
J-27,,RoPE,term_general,ml_basic,ready,Lv6自己学習シェルフ（刊行外）,content/entries/term_general/J-27_rope[済].md
J-28,,MLA,term_general,ml_basic,ready,Lv6自己学習シェルフ（刊行外）,content/entries/term_general/J-28_mla[済].md
J-29,,KV Cache,term_general,inference,ready,Lv6自己学習シェルフ（刊行外）,content/entries/term_general/J-29_kv_cache[済].md
J-30,,Flash Attention,term_general,inference,ready,Lv6自己学習シェルフ（刊行外）,content/entries/term_general/J-30_flash_attention[済].md
J-31,,第 5 世代コンピュータ,term_general,computing_history,ready,,content/entries/term_general/J-31_fifth_generation_computer[済].md
J-32,,ノイマン型,term_general,computing_history,needs_review,,content/entries/term_general/J-32_von_neumann[人書].md
J-33,,量子コンピュータ,term_general,computing_history,ready,,content/entries/term_general/J-33_quantum-computer[済].md
J-34,,マルチモーダル,term_general,ml_basic,needs_review,収録語の抜け監査（提案書 §4）で追加、v2 テンプレ本書き済（2026-08-10）,content/entries/term_general/J-34_multimodal[人書].md
J-35,,スケーリング則,term_general,ml_basic,needs_review,収録語の抜け監査（提案書 §4）で追加、v2 テンプレ本書き済（2026-08-10）,content/entries/term_general/J-35_scaling_law[人書].md
J-36,,蒸留,term_general,ml_basic,needs_review,収録語の抜け監査（提案書 §4）で追加、v2 テンプレ本書き済（2026-08-10）,content/entries/term_general/J-36_distillation[人書].md
J-38,,ムーアの法則,term_general,computing_history,needs_review,収録語の抜け監査（提案書 §4）で追加、v2 テンプレ本書き済（2026-08-10）,content/entries/term_general/J-38_moores_law[人書].md
J-40,,IoT,term_general,buzzword,ready,,content/entries/term_general/J-40_iot[済].md
J-41,,DX,term_general,buzzword,ready,,content/entries/term_general/J-41_dx[済].md
J-42,,Web3,term_general,buzzword,ready,,content/entries/term_general/J-42_web3[済].md
J-43,,SaaS,term_general,buzzword,ready,v2テンプレ書き起こし済（2026-04-30）,content/entries/term_general/J-43_saas[済].md
J-50,,AI 倫理,term_general,ethics_law,needs_review,2026-08-23 entry-writer 本書き（stage7_briefs）,content/entries/term_general/J-50_ai_ethics[人書].md
J-51,,Hallucination,term_general,ethics_law,ready,,content/entries/term_general/J-51_hallucination[済].md
J-52,,Sycophancy,term_general,ethics_law,ready,,content/entries/term_general/J-52_sycophancy[済].md
J-53,,著作権法 30 条の 4（日本）,term_general,ethics_law,ready,,content/entries/term_general/J-53_copyright_law_30_4[済].md
J-54,,ISO/IEC 42001,term_general,ethics_law,ready,AIMS v2テンプレ書き起こし済（2026-04-29）,content/entries/term_general/J-54_iso_iec_42001[済].md
J-55,,個人情報保護法,term_general,ethics_law,needs_review,2026-04-30 entry-writer 執筆,content/entries/term_general/J-55_appi[人書].md
J-59,,AI 事業者ガイドライン,term_general,ethics_law,needs_review,2026-09-05 entry-writer 本書き（stage8_briefs）,content/entries/term_general/J-59_ai_business_guideline[人書].md
J-56,,GDPR,term_general,ethics_law,ready,,content/entries/term_general/J-56_gdpr[済].md
J-57,,RLHF・アラインメント,term_general,ethics_law,needs_review,収録語の抜け監査（提案書 §4）で追加、v2 テンプレ本書き済（2026-08-10）,content/entries/term_general/J-57_rlhf_alignment[人書].md
J-62,,チューリングテスト,term_general,peripheral,needs_review,2026-08-23 entry-writer 本書き（stage7_briefs_2026-08 準拠、☆違反0・警告0）,content/entries/term_general/J-62_turing_test[人書].md
J-70,,VRAM,term_general,hardware,ready,2026-04-29 entry-writer 執筆,content/entries/term_general/J-70_vram[済].md
J-71,,RAM,term_general,hardware,ready,2026-04-30 entry-writer 執筆,content/entries/term_general/J-71_ram[済].md
J-72,,H100,term_general,hardware,ready,,content/entries/term_general/J-72_h100[済].md
J-73,,Blackwell,term_general,hardware,ready,2026-04-30 entry-writer 執筆,content/entries/term_general/J-73_blackwell[済].md
J-74,,RTX シリーズ,term_general,hardware,ready,2026-04-30 entry-writer 執筆,content/entries/term_general/J-74_rtx-series[済].md
J-75,,Tensor コア,term_general,hardware,ready,2026-04-30 entry-writer 執筆,content/entries/term_general/J-75_tensor-core[済].md
J-76,,CPU,term_general,hardware,ready,,content/entries/term_general/J-76_cpu[済].md
J-77,,GPU (概念),term_general,hardware,ready,,content/entries/term_general/J-77_gpu[済].md
J-78,,HDD,term_general,hardware,ready,2026-04-30 entry-writer 執筆,content/entries/term_general/J-78_hdd[済].md
J-79,,SSD,term_general,hardware,ready,2026-04-30 entry-writer 執筆,content/entries/term_general/J-79_ssd[済].md
J-80,,SATA,term_general,hardware,ready,,content/entries/term_general/J-80_sata[済].md
J-81,,M.2,term_general,hardware,ready,2026-04-29 entry-writer 執筆,content/entries/term_general/J-81_m_2[済].md
J-82,,投機的デコード,term_general,inference,ready,Lv6自己学習シェルフ（刊行外）,content/entries/term_general/J-82_speculative_decoding[済].md
J-83,,vLLM,term_general,inference,ready,Lv6自己学習シェルフ（刊行外）,content/entries/term_general/J-83_vllm[済].md
J-84,,バッチ推論,term_general,inference,ready,Lv6自己学習シェルフ（刊行外）,content/entries/term_general/J-84_batch_inference[済].md
J-85,,スループットとレイテンシ,term_general,inference,ready,Lv6自己学習シェルフ（刊行外）,content/entries/term_general/J-85_throughput_latency[済].md
J-86,,GQA,term_general,ml_basic,ready,Lv6自己学習シェルフ（刊行外）,content/entries/term_general/J-86_gqa[済].md
J-87,,QK-Norm,term_general,ml_basic,ready,Lv6自己学習シェルフ（刊行外）,content/entries/term_general/J-87_qk_norm[済].md
J-88,,MTP,term_general,ml_basic,ready,Lv6自己学習シェルフ（刊行外）,content/entries/term_general/J-88_mtp[済].md
J-89,,MoE ルーティング,term_general,ml_basic,ready,Lv6自己学習シェルフ（刊行外）,content/entries/term_general/J-89_moe_routing[済].md
J-90,,GUI,term_general,ui_os,ready,,content/entries/term_general/J-90_gui[済].md
J-91,,CLI,term_general,ui_os,ready,,content/entries/term_general/J-91_cli[済].md
J-92,,Linux,term_general,ui_os,ready,,content/entries/term_general/J-92_linux[済].md
J-93,,Ubuntu,term_general,ui_os,ready,,content/entries/term_general/J-93_ubuntu[済].md
J-94,,並列化戦略,term_general,inference,ready,Lv6自己学習シェルフ（刊行外）。分散推論 TP/PP/EP/DP,content/entries/term_general/J-94_parallelism[済].md
J-95,,半導体サプライチェーン,term_general,hardware,ready,Lv6自己学習シェルフ（刊行外）。4層入れ子の俯瞰,content/entries/term_general/J-95_semiconductor_supply_chain[済].md
J-96,,半導体製造装置,term_general,hardware,ready,Lv6自己学習シェルフ（刊行外）。ASML/DISCO/BESI/KLA,content/entries/term_general/J-96_semiconductor_equipment[済].md
J-97,,電子材料,term_general,hardware,ready,Lv6自己学習シェルフ（刊行外）。味の素ABF/旭化成Pimel/EUVレジスト,content/entries/term_general/J-97_electronic_materials[済].md
J-98,,重要鉱物の地政学,term_general,hardware,ready,Lv6自己学習シェルフ（刊行外）。ガリウム等・中国の精錬支配,content/entries/term_general/J-98_critical_minerals_geopolitics[済].md
J-99,,CoWoS,term_general,hardware,ready,Lv6自己学習シェルフ（刊行外）。先端パッケージ,content/entries/term_general/J-99_cowos[済].md
J-100,,識字（リテラシー）,term_general,concept,ready,タイトルを驚き屋から識字（リテラシー）に変更（2026-04-30）,content/entries/term_general/J-100_literacy[済].md
J-101,,半導体製造プロセス,term_general,hardware,ready,Lv6自己学習シェルフ（刊行外）。微細化・FinFET→GAA・リーク電流・EUV,content/entries/term_general/J-101_semiconductor_process[済].md
J-102,,チップレットと3D積層,term_general,hardware,ready,Lv6自己学習シェルフ（刊行外）。More than Moore・V-Cache・CFET,content/entries/term_general/J-102_chiplet_3d_stacking[済].md
J-103,,ループエンジニアリング,term_general,agent_loop,ready,2026-09-02 reader_level 6→5 で刊行スコープへ昇格。3工学の俯瞰・進化史ReAct→Ralph→/goal,content/entries/term_general/J-103_loop_engineering[済].md
J-104,,ReAct,term_general,agent_loop,ready,Lv6自己学習シェルフ（刊行外）。エージェントループの原型Thought-Action-Observation,content/entries/term_general/J-104_react_agent_loop[済].md
J-105,,コンテキスト管理,term_general,agent_loop,ready,Lv6自己学習シェルフ（刊行外）。圧縮・メモリ・退避。G-11の深掘り版,content/entries/term_general/J-105_context_management[済].md
J-106,,ハーネスエンジニアリング,term_general,agent_loop,ready,2026-09-02 reader_level 6→5 で刊行スコープへ昇格。LLM as OS・器全体・スコープ地図の親figure,content/entries/term_general/J-106_harness_engineering[済].md
J-107,,自律ループとガードレール,term_general,agent_loop,ready,Lv6自己学習シェルフ（刊行外）。ゴール→コマンド→停止条件。ralph/ultraworkの実体,content/entries/term_general/J-107_autonomous_loop_guardrails[済].md
J-108,,Ralph Loop,term_general,agent_loop,ready,Lv6自己学習シェルフ（刊行外）。状態をディスクに逃がすループ,content/entries/term_general/J-108_ralph_loop[済].md
J-109,,モデルルーティング,term_general,model_routing,ready,Lv6自己学習シェルフ（刊行外）。カスケード・ステップ別・スイッチングコスト,content/entries/term_general/J-109_model_routing[済].md
J-110,,不確実性デファーラル,term_general,model_routing,ready,Lv6自己学習シェルフ（刊行外）。小→大/人間への委譲。R2V・確信度ゲート,content/entries/term_general/J-110_uncertainty_deferral[済].md
J-111,,人間の認知ボトルネック,term_general,human_cognition,ready,Lv6自己学習シェルフ（刊行外）。監督負担・認知過負荷・自動化バイアス,content/entries/term_general/J-111_human_cognition_bottleneck[済].md
J-112,,認知コストの定量化,term_general,human_cognition,ready,Lv6自己学習シェルフ（刊行外）。resolution velocity・UX心理監査,content/entries/term_general/J-112_cognitive_cost_quantification[済].md
J-113,,生成UIとagent-native設計,term_general,human_cognition,ready,Lv6自己学習シェルフ（刊行外）。GenUI・提案カード・post-SaaS,content/entries/term_general/J-113_generative_ui_agent_native[済].md
J-114,,グッドハートの法則,term_general,human_cognition,ready,Lv6自己学習シェルフ（刊行外）。測定基準が目標になると腐る・KPI設計・eval設計,content/entries/term_general/J-114_goodharts_law[済].md
J-115,,NPU・AI PC,term_general,hardware,needs_review,収録語の抜け監査（提案書 §4）で追加、v2 テンプレ本書き済（2026-08-10）,content/entries/term_general/J-115_npu_ai_pc[人書].md
J-116,,TPU,term_general,hardware,needs_review,収録語の抜け監査（提案書 §4）で追加、v2 テンプレ本書き済（2026-08-10）,content/entries/term_general/J-116_tpu[人書].md
J-117,,データセンターと電力,term_general,hardware,needs_review,収録語の抜け監査（提案書 §4）で追加、v2 テンプレ本書き済（2026-08-10）,content/entries/term_general/J-117_datacenter_power[人書].md
J-118,,グラフエンジニアリング,term_general,agent_architecture,needs_review,スコープ地図（docs/scope_map_figure_spec.md）で追加。ループ層の中の「配線」を担う工学,content/entries/term_general/J-118_graph_engineering[人書].md
J-119,,ISO/IEC 23894,term_general,ethics_law,needs_review,Stage 8 ブリーフ（ledgers/stage8_briefs_2026-09.md）で追加。42001 と対になるリスクマネジメント手引き,content/entries/term_general/J-119_iso_iec_23894[人書].md
J-120,,NIST AI RMF,term_general,ethics_law,needs_review,Stage 8 ブリーフ（ledgers/stage8_briefs_2026-09.md）で追加。GOVERN/MAP/MEASURE/MANAGE の 4 機能構造,content/entries/term_general/J-120_nist_ai_rmf[人書].md
J-121,,AI システム影響評価,term_general,ethics_law,ready,Stage 9 ブリーフ（ledgers/stage9_briefs_2026-09.md）で追加。AI 固有の新しい要求（ISO/IEC 42005 が手引き）。ファイル名の [人書] マーカーは scripts/apply_status_markers.py の実行待ち,content/entries/term_general/J-121_ai_impact_assessment[済].md
J-122,,リスクアセスメント,term_general,ethics_law,needs_review,Stage 9 ブリーフ（ledgers/stage9_briefs_2026-09.md）で追加。ISO 31000 由来の型は同じ、AI ではリスク源が変わる,content/entries/term_general/J-122_risk_assessment[人書].md
J-123,,マネジメントシステム共通構造,term_general,ethics_law,needs_review,Stage 9 ブリーフ（ledgers/stage9_briefs_2026-09.md）で追加。Harmonized Structure（旧 Annex SL）の箇条 4〜10 骨格,content/entries/term_general/J-123_harmonized_structure[人書].md
J-124,,ISO/IEC 27001,term_general,ethics_law,needs_review,Stage 9 ブリーフ（ledgers/stage9_briefs_2026-09.md）で追加。42001 の下敷き。附属書 A 93 の管理策,content/entries/term_general/J-124_iso_iec_27001[人書].md
J-125,,適用宣言書,term_general,ethics_law,needs_review,Stage 9 ブリーフ（ledgers/stage9_briefs_2026-09.md）で追加。SoA。仕組みは 27001 と同じ、中身の管理策（42001 は 38）だけ違う。ファイル名の状態マーカーは scripts/apply_status_markers.py の実行待ち,content/entries/term_general/J-125_statement_of_applicability[人書].md
J-126,,内部監査とマネジメントレビュー,term_general,ethics_law,needs_review,Stage 9 ブリーフ（ledgers/stage9_briefs_2026-09.md）で追加。箇条 9 の要求事項。AI 版は見る対象に影響評価が加わる,content/entries/term_general/J-126_internal_audit_review[人書].md
J-127,,決定論と非決定論,term_general,ethics_law,ready,Stage 10 ブリーフ（ledgers/stage10_briefs_2026-09.md）で追加。温度 0 でも非決定的という実測と Compiled AI の設計論を扱う。validator 自動昇格済み。ファイル名の [人書] マーカーは scripts/apply_status_markers.py の実行待ち,content/entries/term_general/J-127_determinism[済].md
J-128,,ワークフローとエージェント,term_general,agent_design,needs_review,Stage11。そもそも自律させるかの分岐。Anthropic Building Effective Agents 由来,content/entries/term_general/J-128_workflow_vs_agent.md
